(مص. أسس)	تَأْسِيسٌ-تَأْسِيسٌ 
(مص. اِنْتَهَجَ)	اِنْتِهاجٌ-اِنْتِهاجٌ 
(مص. اِنْتَهَزَ)	اِنْتِهازُ-اِنْتِهازُ 
(مص. اِنْتَهَسَ)	اِنْتِهاسٌ-اِنْتِهاسٌ 
(مص. اِنْتَهَكَ)	اِنْتِهاكٌ-اِنْتِهاكٌ 
(مص. اِنْتَهَى)	اِنْتِهاءٌ-اِنْتِهاءٌ 
(مص. اِنْثَنَى)	اِنْثِناءٌ-اِنْثِناءٌ 
(مص. اِنْجَبَرَ)	اِنْجِبارٌ-اِنْجِبارٌ 
(مص. اِنْجَذَبَ)	اِنْجِذابٌ-اِنْجِذابٌ 
(مص. اِنْجَذَمَ)	اِنْجِذامٌ-اِنْجِذامٌ 
(مص. اِنْجَرَّ)	اِنْجِرارٌ-اِنْجِرارٌ 
(مص. اِنْجَرَفَ)	اِنْجِرافٌ-اِنْجِرافٌ 
(مص. اِنْجَلَى)	اِنْجِلاءٌ-اِنْجِلاءٌ 
(مص. اِنْحازَ)	اِنْحِيازٌ-اِنْحِيازٌ 
(مص. اِنْحَبَسَ)	اِنْحِباسٌ-اِنْحِباسٌ 
(مص. اِنْحَتَّ)	اِنْحِتاتٌ-اِنْحِتاتٌ 
(مص. اِنْحَدَرَ)	اِنْحِدارٌ-اِنْحِدارٌ 
(مص. اِنْحَرَفَ)	اِنْحِرافٌ-اِنْحِرافٌ 
(مص. اِنْحَسَرَ)	اِنْحِسارٌ-اِنْحِسارٌ 
(مص. اِنْحَسَمَ)	اِنْحِسامٌ-اِنْحِسامٌ 
(مص. اِنْحَصَرَ)	اِنْحِصارٌ-اِنْحِصارٌ 
(مص. اِنْحَطَّ)	اِنْحِطاطٌ-اِنْحِطاطٌ 
(مص. اِنْحَطَمَ)	اِنْحِطامٌ-اِنْحِطامٌ 
(مص. اِنْحَلَّ)	اِنْحِلالٌ-اِنْحِلالٌ 
(مص. اِنْحَلَبَ)	اِنْحِلابٌ-اِنْحِلابٌ 
(مص. اِنْحَنَى)	اِنْحِناءٌ-اِنْحِناءٌ 
(مص. اِنْخَدَعَ)	اِنْخِدَاعٌ-اِنْخِدَاعٌ 
(مص. اِنْخَرَطَ)	اِنْخِراطٌ-اِنْخِراطٌ 
(مص. اِنْخَرَقَ)	اِنْخِرَاقٌ-اِنْخِرَاقٌ 
(مص. اِنْخَرَمَ)	اِنْخِرامٌ-اِنْخِرامٌ 
(مص. اِنْخَسَفَ)	اِنْخِسافٌ-اِنْخِسافٌ 
(مص. اِنْخَفَضَ)	اِنْخِفاضٌ-اِنْخِفاضٌ 
(مص. اِنْخَلَعَ)	اِنْخِلاعٌ-اِنْخِلاعٌ 
(مص. اِنْخَنَقَ)	اِنْخِناقٌ-اِنْخِناقٌ 
(مص. اِنْدَبَغَ)	اِنْدِباغٌ-اِنْدِباغٌ 
(مص. اِنْدَثَرَ)	اِنْدِثارٌ-اِنْدِثارٌ 
(مص. اِنْدَحَرَ)	اِنْدِحارٌ-اِنْدِحارٌ 
(مص. اِنْدَرَجَ)	اِنْدِراجٌ-اِنْدِراجٌ 
(مص. اِنْدَرَسَ)	اِنْدِراسٌ-اِنْدِراسٌ 
(مص. اِنْدَسَّ)	اِنْدِساسٌ-اِنْدِساسٌ 
(مص. اِنْدَفَعَ)	اِنْدِفاعٌ-اِنْدِفاعٌ 
(مص. اِنْدَفَقَ)	اِنْدِفاقٌ-اِنْدِفاقٌ 
(مص. اِنْدَفَنَ)	اِنْدِفانٌ-اِنْدِفانٌ 
(مص. اِنْدَقَّ)	اِنْدِقاقٌ-اِنْدِقاقٌ 
(مص. اِنْدَلَعَ)	اِنْدِلاعٌ-اِنْدِلاعٌ 
(مص. اِنْدَلَقَ)	اِنْدِلاقٌ-اِنْدِلاقٌ 
(مص. اِنْدَمَجَ)	اِنْدِماجٌ-اِنْدِماجٌ 
(مص. اِنْدَمَلَ)	اِنْدِمالٌ-اِنْدِمالٌ 
(مص. اِنْزاحَ)	اِنْزِياحٌ-اِنْزِياحٌ 
(مص. اِنْزَجَرَ)	اِنْزِجارٌ-اِنْزِجارٌ 
(مص. اِنْزَعَجَ)	اِنْزِعاجٌ-اِنْزِعاجٌ 
(مص. اِنْزَعَقَ)	اِنْزِعَاقٌ-اِنْزِعَاقٌ 
(مص. اِنْزَلَقَ)	اِنْزِلاقٌ-اِنْزِلاقٌ 
(مص. اِنْزَوَى)	اِنْزِواءٌ-اِنْزِواءٌ 
(مص. اِنْسابَ)	اِنْسِيابٌ-اِنْسِيابٌ 
(مص. اِنْساقَ)	اِنْسِياقٌ-اِنْسِياقٌ 
(مص. اِنْسَبَكَ)	اِنْسِباكٌ-اِنْسِباكٌ 
(مص. اِنْسَتَرَ)	اِنْسِتارٌ-اِنْسِتارٌ 
(مص. اِنْسَجَمَ)	اِنْسِجامٌ-اِنْسِجامٌ 
(مص. اِنْسَحَبَ)	اِنْسِحابٌ-اِنْسِحابٌ 
(مص. اِنْسَحَقَ)	اِنْسِحاقٌ-اِنْسِحاقٌ 
(مص. اِنْسَدَّ)	اِنْسِدَادٌ-اِنْسِدَادٌ 
(مص. اِنْسَدَلَ)	اِنْسِدالٌ-اِنْسِدالٌ 
(مص. اِنْسَرَقَ)	اِنْسِراقٌ-اِنْسِراقٌ
(مص. اِنْسَطَحَ)	اِنْسِطاحٌ-اِنْسِطاحٌ 
(مص. اِنْسَفَكَ)	اِنْسِفاكٌ-اِنْسِفاكٌ 
(مص. اِنْسَكَبَ)	اِنْسِكابٌ-اِنْسِكابٌ 
(مص. اِنْسَلَّ)	اِنْسِلالٌ-اِنْسِلالٌ 
(مص. اِنْسَلَخَ)	اِنْسِلاخٌ-اِنْسِلاخٌ 
(مص. اِنْشَرَحَ)	اِنْشِراحٌ-اِنْشِراحٌ 
(مص. اِنْشَعَبَ)	اِنْشِعابٌ-اِنْشِعابٌ 
(مص. اِنْشَغَفَ)	اِنْشِغافٌ-اِنْشِغافٌ 
(مص. اِنْشَغَلَ)	اِنْشِغالٌ-اِنْشِغالٌ 
(مص. اِنْشَقَّ)	اِنْشِقاقٌ-اِنْشِقاقٌ 
(مص. اِنْشَلَّ)	اِنْشِلالٌ-اِنْشِلالٌ 
(مص. اِنْشَوى)	اِنْشِواءٌ-اِنْشِواءٌ 
(مص. اِنْصاعَ)	اِنْصِياعٌ-اِنْصِياعٌ 
(مص. اِنْصَبَّ)	اِنْصِبابٌ-اِنْصِبابٌ 
(مص. اِنْصَدَعَ)	اِنْصِداعٌ-اِنْصِداعٌ 
(مص. اِنْصَرَفَ)	اِنْصِرافٌ-اِنْصِرافٌ 
(مص. اِنْصَرَمَ)	اِنْصِرامٌ-اِنْصِرامٌ 
(مص. اِنْصَهَرَ)	اِنْصِهارٌ-اِنْصِهارٌ 
(مص. اِنْضَبَطَ)	اِنْضِباطٌ-اِنْضِباطٌ 
(مص. اِنْضَفَرَ)	اِنْضِفارٌ-اِنْضِفارٌ 
(مص. اِنْضَمَّ)	اِنْضِمامٌ-اِنْضِمامٌ 
(مص. اِنْضَوَى)	اِنْضِواءٌ-اِنْضِواءٌ 
(مص. اِنْطَبَعَ)	اِنْطِباعٌ-اِنْطِباعٌ 
(مص. اِنْطَبَقَ)	اِنْطِباقٌ-اِنْطِباقٌ 
(مص. اِنْطَفَأَ)	اِنْطِفاءٌ-اِنْطِفاءٌ 
(مص. اِنْطَلَقَ)	اِنْطِلاقٌ-اِنْطِلاقٌ 
(مص. اِنْطَلَى)	اِنْطِلاءٌ-اِنْطِلاءٌ 
(مص. اِنْطَمَسَ)	اِنْطِماسٌ-اِنْطِماسٌ 
(مص. اِنْطَوى)	اِنْطِواءٌ-اِنْطِواءٌ 
(مص. اِنْعَتَقَ)	اِنْعِتاقٌ-اِنْعِتاقٌ 
(مص. اِنعَدَمَ)	اِنْعِدَامٌ-اِنْعِدَامٌ 
(مص. اِنْعَرَجَ)	اِنْعِراجٌ-اِنْعِراجٌ 
(مص. اِنْعَزَلَ)	اِنْعِزالٌ-اِنْعِزالٌ 
(مص. اِنْعَطَفَ)	اِنْعِطافٌ-اِنْعِطافٌ 
(مص. اِنْعَقَدَ)	اِنْعِقَادٌ-اِنْعِقَادٌ 
(مص. اِنْعَكَسَ)	اِنْعِكاسٌ-اِنْعِكاسٌ 
(مص. اِنْغَرَسَ)	اِنغِرَاسٌ-اِنغِرَاسٌ 
(مص. اِنْغَلَقَ)	اِنْغِلاقٌ-اِنْغِلاقٌ 
(مص. اِنْغَمَرَ)	اِنْغِمارٌ-اِنْغِمارٌ 
(مص. اِنْفَتَحَ)	اِنْفِتاحٌ-اِنْفِتاحٌ 
(مص. اِنْفَجَرَ)	اِنْفِجارٌ-اِنْفِجارٌ 
(مص. اِنْفَرَجَ)	اِنْفِراجٌ-اِنْفِراجٌ 
(مص. اِنْفَرَدَ)	اِنْفِرادٌ-اِنْفِرادٌ 
(مص. اِنْفَرَطَ)	اِنْفِراطٌ-اِنْفِراطٌ 
(مص. اِنْفَسَحَ)	اِنْفِساحٌ-اِنْفِساحٌ 
(مص. اِنْفَسَخَ)	اِنْفِساخٌ-اِنْفِساخٌ 
(مص. اِنْفَصَدَ)	اِنْفِصادٌ-اِنْفِصادٌ 
(مص. اِنْفَصَلَ)	اِنْفِصالٌ-اِنْفِصالٌ 
(مص. اِنْفَصَمَ)	اِنْفِصامٌ-اِنْفِصامٌ 
(مص. اِنْفَطَرَ)	اِنْفِطارٌ-اِنْفِطارٌ 
(مص. اِنْفَطَمَ)	اِنْفِطامٌ-اِنْفِطامٌ 
(مص. اِنْفَعَلَ)	اِنْفِعالٌ-اِنْفِعالٌ 
(مص. اِنْفَكَّ)	اِنْفِكاكٌ-اِنْفِكاكٌ 
(مص. اِنْفَلَتَ)	اِنْفِلاتٌ-اِنْفِلاتٌ 
(مص. اِنْفَلَقَ)	اِنْفِلاقٌ-اِنْفِلاقٌ 
(مص. اِنْقادَ)	اِنْقِيادٌ-اِنْقِيادٌ 
(مص. اِنْقَبضَ)	اِنْقِبَاضٌ-اِنْقِبَاضٌ 
(مص. اِنْقَرَضَ)	اِنْقِرَاضٌ-اِنْقِرَاضٌ 
(مص. اِنْقَسَمَ)	اِنْقِسَامٌ-اِنْقِسَامٌ 
(مص. اِنْقَشَر)	اِنْقِشَارٌ-اِنْقِشَارٌ 
(مص. انْقَشَعَ)	اِنْقِشَاعٌ-اِنْقِشَاعٌ 
(مص. اِنْقَصَفَ)	اِنْقِصَافٌ-اِنْقِصَافٌ 
(مص. اِنْقَصَمَ)	اِنْقِصَامٌ-اِنْقِصَامٌ 
(مص. اِنْقَضَّ)	اِنْقِضاضٌ-اِنْقِضاضٌ 
(مص. اِنْقَضَى)	اِنْقِضاءٌ-اِنْقِضاءٌ 
(مص. اِنْقَطَعَ)	اِنْقِطاعٌ-اِنْقِطاعٌ 
(مص. اِنْقَلَبَ)	اِنْقِلابٌ-اِنْقِلابٌ 
(مص. اِنْكَبَّ)	اِنْكِبابٌ-اِنْكِبابٌ 
(مص. اِنْكَسَرَ)	اِنْكِسارٌ-اِنْكِسارٌ 
(مص. اِنْكَسَفَ)	اِنْكِسافٌ-اِنْكِسافٌ 
(مص. اِنْكَشَفَ)	اِنْكِشَافٌ-اِنْكِشَافٌ 
(مص. اِنْكَمَشَ)	اِنْكِمَاشٌ-اِنْكِمَاشٌ 
(مص. انْمَحَى)	اِنْمِحَاءٌ-اِنْمِحَاءٌ 
(مص. اِنْهَارَ)	اِنْهِيَارٌ-اِنْهِيَارٌ 
(مص. اِنْهَالَ)	اِنْهِيالٌ-اِنْهِيالٌ 
(مص. اِنْهَبَطَ)	اِنْهِبَاطٌ-اِنْهِبَاطٌ 
(مص. اِنْهَدَّ)	اِنْهِدَادٌ-اِنْهِدَادٌ 
(مص. اِنْهَدَمَ)	اِنْهِدامٌ-اِنْهِدامٌ 
(مص. اِنْهَزَمَ)	اِنْهِزَامٌ-اِنْهِزَامٌ 
(مص. اِنْهَضَمَ)	اِنْهِضَامٌ-اِنْهِضَامٌ 
(مص. اِنْهَلَّ)	اِنْهِلالٌ-اِنْهِلالٌ 
(مص. اِنْهَمَرَ)	اِنْهِمارٌ-اِنْهِمارٌ 
(مص. اِنْهَمَكَ)	اِنْهِمَاكٌ-اِنْهِمَاكٌ 
(مص. اِهْتَاجَ)	اِهْتِيَاجٌ-اِهْتِيَاجٌ 
(مص. اِهْتَدَى)	اِهْتِدَاءٌ-اِهْتِدَاءٌ 
(مص. اِهْتَزَّ)	اِهْتِزَازٌ-اِهْتِزَازٌ 
(مص. اِهْتَمَّ)	اِهْتِمَامٌ-اِهْتِمَامٌ 
(مص. بَئِسَ)	بُؤْسٌ-بُؤْسٌ 
(مص. بَئِسِ)	بَأسٌ-بَأسٌ 
(مص. بَاتَ)	مَبِيتٌ-مَبِيتٌ 
(مص. بَاحَثَ)	مُبَاحَثَةٌ-مُبَاحَثَةٌ 
(مص. بَادَرَ)	مُبَادَرَةٌ-مُبَادَرَةٌ 
(مص. بَادَلَ)	مُبَادَلَةٌ-مُبَادَلَةٌ 
(مص. بَارَ)	بَوَارٌ-بَوَارٌ 
(مص. بارَزَ)	بِرازٌ-بِرازٌ 
(مص. بَارَزَ)	مُبَارَزَةٌ-مُبَارَزَةٌ 
(مص. بَارَكَ)	مُبَارَكَةٌ-مُبَارَكَةٌ 
(مص. بَارَى)	مُبَارَاةٌ-مُبَارَاةٌ 
(مص. بَاشَرَ)	مُبَاشَرَةٌ-مُبَاشَرَةٌ 
(مص. بَاغَتَ)	مُبَاغَتَةٌ-مُبَاغَتَةٌ 
(مص. بَالَ)	بَوْلٌ-بَوْلٌ 
(مص. بَالَغَ)	مُبَالَغَةٌ-مُبَالَغَةٌ 
(مص. بَالَى)	مُبَالاَةٌ-مُبَالاَةٌ 
(مص. بان)	بَيَانٌ-بَيَانٌ 
(مص. بانَ)	بَيْنٌ-بَيْنٌ 
(مص. بَاهَى)	مُبَاهَاةٌ-مُبَاهَاةٌ 
(مص. بَايَعَ)	مُبَايَعَةٌ-مُبَايَعَةٌ 
(مص. بَتَرَ)	بَتْرٌ-بَتْرٌ 
(مص. بَثَّ)	بَثٌّ-بَثٌّ 
(مص. بَثَرَ)	بَثْرٌ-بَثْرٌ 
(مص. بَحَتَ)	بَحْتٌ-بَحْتٌ 
(مص. بَحَثَ)	بَحْثٌ-بَحْثٌ 
(مص. بَخَسَ)	بَخْسٌ-بَخْسٌ 
(مص. بَخِلَ)	بُخْلٌ-بُخْلٌ 
(مص. بَدَأ)	بَداءةٌ-بَداءةٌ 
(مص. بَدَا)	بَدَاوَةٌ-بَدَاوَةٌ 
(مص. بدد)	تبدبدٌ-تبدبدٌ
(مص. بَدَرَ)	بَدْرٌ-بَدْرٌ 
(مص. بَدِلَ)	بَدَلٌ-بَدَلٌ 
(مص. بَدَّلَ)	تَبْدِيلٌ-تَبْدِيلٌ 
(مص. بَدُنَ)	بَدَانَةٌ-بَدَانَةٌ 
(مص. بَدَهَ)	بَدَاهَةٌ-بَدَاهَةٌ 
(مص. بَذُؤَ)	بَذاءةٌ-بَذاءةٌ 
(مص. بَذَأَ)	بَذاءةٌ-بَذاءةٌ 
(مص. بَذَّرَ)	تَبْذِيرٌ-تَبْذِيرٌ 
(مص. بَذَلَ)	بَذْلٌ-بَذْلٌ 
(مص. بَرَّ)	بَرٌّ-بَرٌّ 
(مص. بَرَّ)	بِرٌّ-بِرٌّ 
(مص. بَرِئَ) 	بَراءٌ-بَراءٌ 
(مص. بَرَدَ)	بَرْدٌ-بَرْدٌ 
(مص. بَرَّدَ)	تَبْرِيدٌ-تَبْرِيدٌ 
(مص. بَرَّرَ)	تَبْرِيرٌ-تَبْرِيرٌ 
(مص. برز)	بروزٌ-بروزٌ
(مص. بَرَصَ)	بَرَصٌ-بَرَصٌ 
(مص. بَرَعَ)	بَراعَةٌ-بَراعَةٌ 
(مص. بَرَقَ)	بَريقٌ-بَريقٌ 
(مص. بَرْمَجَ)	بَرْمَجَةٌ-بَرْمَجَةٌ 
(مص. بَرِيءٌ)	بَراءةٌ-بَراءةٌ 
(مص. بَرِيءٌ)	براءٌ-براءٌ
(مص. بَسَطَ)	بَسْطٌ-بَسْطٌ 
(مص. بَسُطَ)	بَساطَةٌ-بَساطَةٌ 
(مص. بَسَّطَ)	تَبْسِيطٌ-تَبْسِيطٌ 
(مص. بَسُلَ)	بَسالَةٌ-بَسالَةٌ 
(مص. بَشَّ)	بَشاشَةٌ-بَشاشَةٌ 
(مص. بَشَّ)	بَشٌّ-بَشٌّ 
(مص. بَشَرَ)	بِشْرٌ-بِشْرٌ 
(مص. بَشُرَ)	بَشارَةٌ-بَشارَةٌ 
(مص. بَشُرَ)	بِشارَةٌ-بِشارَةٌ 
(مص. بَشَّرَ)	تَبْشِيرٌ-تَبْشِيرٌ 
(مص. بَشِعَ)	بَشاعَةٌ-بَشاعَةٌ 
(مص. بَصَّ)	بَصيصٌ-بَصيصٌ 
(مص. بَصُرَ، بَصِرَ)	بَصَرٌ-بَصَرٌ 
(مص. بَضَّ)	بَضٌّ-بَضٌّ، ةٌ 
(مص. بَضَّ)	بَضَّةٌ-بَضَّةٌ 
(مص. بَطُؤَ)	بُطْءٌ-بُطْءٌ 
(مص. بَطَشَ)	بَطْشٌ-بَطْشٌ 
(مص. بَطَلَ، بَطُلَ)	بِطالَةٌ-بِطالَةٌ 
(مص. بَطَلَ)	بُطْلٌ-بُطْلٌ 
(مص. بَطَلَ)	بُطولَةٌ-بُطولَةٌ 
(مص. بَغَتَ)	بَغْتَةٌ-بَغْتَةٌ 
(مص. بَغَضَ)	بُغْضٌ-بُغْضٌ 
(مص. بَغَى)	بِغاءٌ-بِغاءٌ 
(مص. بَغَى)	بَغْيٌ-بَغْيٌ 
(مص. بَغَى)	بُغْيَةٌ-بُغْيَةٌ 
(مص. بَقْبَقَ)	بَقْبَقَةُ-بَقْبَقَةُ 
(مص. بَقِيَ)	بَقاءٌ-بَقاءٌ 
(مص. بَكَّتَ)	تَبْكِيتٌ-تَبْكِيتٌ 
(مص. بكِمَ)	بَكَمٌ-بَكَمٌ 
(مص. بَكَى)	بُكاءٌ-بُكاءٌ 
(مص. بَلَّ)	بَلَّةٌ-بَلَّةٌ 
(مص. بَلاَ)	بَلاءٌ-بَلاءٌ 
(مص. بَلْبَلَ)	بَلْبَلَةٌ-بَلْبَلَةٌ 
(مص. بَلَّطَ)	تَبْلِيطٌ-تَبْلِيطٌ 
(مص. بَلَغَ)	بُلُوغٌ-بُلُوغٌ 
(مص. بَلُغَ)	بَلاغَةٌ-بَلاغَةٌ 
(مص. بَلَّغَ)	تَبْلِيغٌ-تَبْلِيغٌ 
(مص. بَلَهَ)	بَلاهَةٌ-بَلاهَةٌ 
(مص. بَلْوَرَ)	بَلْوَرَةٌ-بَلْوَرَةٌ 
(مص. بَنَى)	بُنْيانٌ-بُنْيانٌ 
(مص. بَنَى)	بِنَاءٌ-بِنَاءٌ 
(مص. بَنَى)	بِنَايَةٌ-بِنَايَةٌ 
(مص. بَهَتَ)	بُهْتَانٌ-بُهْتَانٌ 
(مص. بَهَجَ)	بَهْجَةٌ-بَهْجَةٌ 
(مص. بَهْدَلَ)	بَهْدَلَةٌ-بَهْدَلَةٌ 
(مص. بَهْرَجَ)	بَهْرَجَةٌ-بَهْرَجَةٌ 
(مص. بَهَا)	بَهَاءٌ-بَهَاءٌ 
(مص. بَهَى)	بَهَاءٌ-بَهَاءٌ 
(مص. بَوَّبَ)	تَبْوِيبٌ-تَبْوِيبٌ 
(مص. تَآخَى)	تَآخي-تَآخي، تَآخٍ
(مص. تَآزُرٌ)	تَآزُرٌ-تَآزُرٌ 
(مص. تَآلَفَ)	تَآلُفٌ-تَآلُفٌ 
(مص. تَآمَرَ)	تَآمُرٌ-تَآمُرٌ 
(مص. تَآنَسَ)	تَآنُسٌ-تَآنُسٌ 
(مص. تَأَبَّدَ)	تَأَبُّدٌ-تَأَبُّدٌ 
(مص. تَأَبَّطَ)	تَأَبُّطٌ-تَأَبُّطٌ 
(مص. تَأَتَّى)	تَأَتِّي-تَأَتِّي، تَأَتٍّ
(مص. تَأَثَّثَ)	تَأثُّث-تَأثُّثٌ 
(مص. تَأَثَّرَ)	تَأَثُّرٌ-تَأَثُّرٌ 
(مص. تَأَجَّجَ) 	تَأَجُّجٌ-تَأَجُّجٌ 
(مص. تَأَجَّلَ)	تَأَجُّلٌ-تَأَجُّلٌ 
(مص. تَأَخَّرَ)	تَأَخُّرٌ-تَأَخُّرٌ 
(مص. تَأَخَّى)	تَأَخِّي-تَأَخِّي، تَأَخٍّ 
(مص. تَأَدَّبَ)	تَأَدُّبٌ-تَأَدُّبٌ 
(مص. تَأَرْجَحَ)	تَأَرْجُحٌ-تَأَرْجُحٌ 
(مص. تَأَزَّمَ)	تَأَزُّمٌ-تَأَزُّمٌ 
(مص. تَأَسَّدَ)	تَأَسُّدٌ-تَأَسُّدٌ 
(مص. تَأَسَّفَ)	تَأَسُّفٌ-تَأَسُّفٌ 
(مص. تَأَسَّى)	تَأَسٍّي-تَأَسِّي، تَأَسٍّ
(مص. تَأَفَّفَ)	تَأَفُّفٌ-تَأَفُّفٌ 
(مص. تَأَكَّدَ)	تَأَكُّدٌ-تَأَكُّدٌ 
(مص. تَأَلَّبَ)	تَأَلُّبٌ-تَأَلُّبٌ 
(مص. تَأَلَّفَ)	تَأَلُّفٌ-تَأَلُّفٌ 
(مص. تَأَلَّقَ)	تَأَلُّقٌ-تَأَلُّقٌ 
(مص. تَأَلَّمَ)	تَأَلُّمٌ-تَأَلُّمٌ 
(مص. تَأَمَّلَ)	تَأَمُّلٌ-تَأَمُّلٌ 
(مص. تَأَنَّثَ)	تَأَنُّثٌ-تَأَنُّثٌ 
(مص. تَأَنُّقٌ)	تَأَنَّقَ-تَأَنَّقَ 
(مص. تَأَنَّى)	تَأَنِّي-تَأَنِّي، تَأَنٍّ 
(مص. تَأَهَّبَ)	تَأَهُّبٌ-تَأَهُّبٌ 
(مص. تَأَهَّلَ)	تَأَهُّلٌ-تَأَهُّلٌ 
(مص. تَأَوَّهَ)	تَأَوُّهٌ-تَأَوُّهٌ 
(مص. تَأَيَّدَ)	تَأَيُّدٌ-تَأَيُّدٌ 
(مص. تَاءمَ)	مُتَاءمَةٌ-مُتَاءمَةٌ 
(مص. تَابَ)	تَوْبَةٌ-تَوْبَةٌ 
(مص. تَابَعَ)	تِبَاعٌ-تِبَاعٌ 
(مص. تَابَعَ)	مُتَابَعَةٌ-مُتَابَعَةٌ 
(مص. تَاجَرَ)	مُتَاجَرَةٌ-مُتَاجَرَةٌ 
(مص. تَاخَمَ)	مُتَاخَمَةٌ-مُتَاخَمَةٌ 
(مص. تاهَ)	تَوْهٌ-تَوْهٌ 
(مص. تاهَ)	تَيَهانٌ-تَيَهانٌ 
(مص. تَاهَ)	تِيهٌ-تِيهٌ 
(مص. تَبَّ)	تَبٌّ-تَبٌّ 
(مص. تَبَاجَحَ)	تَبَاجُحٌ-تَبَاجُحٌ 
(مص. تَبَاحَثَ)	تَبَاحُثٌ-تَبَاحُثٌ 
(مص. تَبَادَلَ)	تَبَادُلٌ-تَبَادُلٌ 
(مص. تَبَارَزَ)	تَبَارُزٌ-تَبَارُزٌ 
(مص. تَبَارَكَ)	تَبَارُكٌ-تَبَارُكٌ 
(مص. تَبَارَى)	تَبَارِي-تَبَارِي، تَبَارٍ
(مص. تَبَاطَأَ)	تَبَاطُؤٌ-تَبَاطُؤٌ 
(مص. تَبَاعُدٌ)	تَبَاعَدَ-تَبَاعَدَ 
(مص. تَبَاغَضَ)	تَبَاغُضٌ-تَبَاغُضٌ 
(مص. تَبَاكَى)	تَبَاكي-تَبَاكي، تَبَاكٍ 
(مص. تَبَاهَى)	تَبَاهِي-تَبَاهِي، تَبَاهٍ 
(مص. تَبَايَنَ)	تَبَايُنٌ-تَبَايُنٌ 
(مص. تَبَجَّحَ)	تَبَجُّحٌ-تَبَجُّحٌ 
(مص. تَبَحَّرَ)	تَبَحُّرٌ-تَبَحُّرٌ 
(مص. تَبَخْتَرَ)	تَبَخْتُرٌ-تَبَخْتُرٌ 
(مص. تَبَخَّرَ)	تَبَخُّرٌ-تَبَخُّرٌ 
(مص. تَبَدَّدَ)	تَبَدُّدٌ-تَبَدُّدٌ 
(مص. تَبَدَّلَ)	تَبَدُّلٌ-تَبَدُّلٌ 
(مص. تَبَدَّى)	تَبَدِي-تَبَدِي، تَبَدٍّ
(مص. تَبَرَّأَ)	تَبَرُّؤٌ-تَبَرُّؤٌ 
(مص. تَبَرَّجَ)	تَبَرُّجٌ-تَبَرُّجٌ 
(مص. تَبَرَّدَ)	تَبَرُّدٌ-تَبَرُّدٌ 
(مص. تَبَرَّعَ)	تَبَرُّعٌ-تَبَرُّعٌ 
(مص. تَبَرَّكَ)	تَبَرُّكٌ-تَبَرُّكٌ 
(مص. تَبَرَّمَ)	تَبَرُّمٌ-تَبَرُّمٌ 
(مص. تَبَسَّطَ)	تَبَسُّطٌ-تَبَسُّطٌ 
(مص. تَبَسَّمَ)	تَبَسُّمٌ-تَبَسُّمٌ 
(مص. تَبَصَّرَ)	تَبَصُّرٌ-تَبَصُّرٌ 
(مص. تَبَلَّجَ)	تَبَلُّجٌ-تَبَلُّجٌ 
(مص. تَبَلَّدَ)	تَبَلُّدٌ-تَبَلُّدٌ 
(مص. تَبَلَّعَ)	تَبَلُّعٌ-تَبَلُّعٌ 
